 == BEGINING OF EXECUTION == 



Addresses file: 			files/addresses.txt
Frames Quantity: 			8
Page Replacement Algorithm: 	FIFO



Endereço virtual: 16916 | Endereço físico:    20 | Conteúdo: 0
Endereço virtual:  9311 | Endereço físico:  1631 | Conteúdo: 23
Endereço virtual:  7862 | Endereço físico:  1974 | Conteúdo: 7
Endereço virtual:  3835 | Endereço físico:   251 | Conteúdo: 190
Endereço virtual: 30535 | Endereço físico:   327 | Conteúdo: 209
Endereço virtual: 65179 | Endereço físico:   667 | Conteúdo: 166
Endereço virtual: 57387 | Endereço físico:   811 | Conteúdo: 10
Endereço virtual: 63579 | Endereço físico:  1115 | Conteúdo: 22
Endereço virtual:  4946 | Endereço físico:  1362 | Conteúdo: 4
Endereço virtual:  9037 | Endereço físico:  1613 | Conteúdo: 0
Endereço virtual: 61033 | Endereço físico:  1897 | Conteúdo: 0
Endereço virtual: 55543 | Endereço físico:   247 | Conteúdo: 61
Endereço virtual: 50361 | Endereço físico:   441 | Conteúdo: 0
Endereço virtual:  6480 | Endereço físico:   592 | Conteúdo: 0
Endereço virtual: 14042 | Endereço físico:   986 | Conteúdo: 13
Endereço virtual: 21531 | Endereço físico:  1051 | Conteúdo: 6
Endereço virtual: 39195 | Endereço físico:  1307 | Conteúdo: 70
Endereço virtual: 37511 | Endereço físico:  1671 | Conteúdo: 161
Endereço virtual: 23696 | Endereço físico:  1936 | Conteúdo: 0
Endereço virtual: 27440 | Endereço físico:    48 | Conteúdo: 0
Endereço virtual: 28201 | Endereço físico:   297 | Conteúdo: 0
Endereço virtual: 23072 | Endereço físico:   544 | Conteúdo: 0
Endereço virtual:  7814 | Endereço físico:   902 | Conteúdo: 7
Endereço virtual:  6552 | Endereço físico:  1176 | Conteúdo: 0
Endereço virtual: 43637 | Endereço físico:  1397 | Conteúdo: 0
Endereço virtual: 35113 | Endereço físico:  1577 | Conteúdo: 0
Endereço virtual: 34890 | Endereço físico:  1866 | Conteúdo: 34
Endereço virtual: 61297 | Endereço físico:   113 | Conteúdo: 0
Endereço virtual: 45633 | Endereço físico:   321 | Conteúdo: 0
Endereço virtual: 61431 | Endereço físico:   247 | Conteúdo: 253
Endereço virtual: 46032 | Endereço físico:   720 | Conteúdo: 0
Endereço virtual: 18774 | Endereço físico:   854 | Conteúdo: 18
Endereço virtual: 62991 | Endereço físico:  1039 | Conteúdo: 131
Endereço virtual: 28059 | Endereço físico:  1435 | Conteúdo: 102
Endereço virtual: 35229 | Endereço físico:  1693 | Conteúdo: 0
Endereço virtual: 51230 | Endereço físico:  1566 | Conteúdo: 50
Endereço virtual: 14405 | Endereço físico:  1861 | Conteúdo: 0
Endereço virtual: 52242 | Endereço físico:    18 | Conteúdo: 51
Endereço virtual: 43153 | Endereço físico:   401 | Conteúdo: 0
Endereço virtual:  2709 | Endereço físico:   661 | Conteúdo: 0
Endereço virtual: 47963 | Endereço físico:   859 | Conteúdo: 214
Endereço virtual: 36943 | Endereço físico:  1103 | Conteúdo: 19
Endereço virtual: 54066 | Endereço físico:  1330 | Conteúdo: 52
Endereço virtual: 10054 | Endereço físico:  1606 | Conteúdo: 9
Endereço virtual: 43051 | Endereço físico:   299 | Conteúdo: 10
Endereço virtual: 11525 | Endereço físico:  1797 | Conteúdo: 0
Endereço virtual: 17684 | Endereço físico:    20 | Conteúdo: 0
Endereço virtual: 41681 | Endereço físico:   465 | Conteúdo: 0
Endereço virtual: 27883 | Endereço físico:   747 | Conteúdo: 58
Endereço virtual: 56909 | Endereço físico:   845 | Conteúdo: 0
Endereço virtual: 45772 | Endereço físico:  1228 | Conteúdo: 0
Endereço virtual: 27496 | Endereço físico:  1384 | Conteúdo: 0
Endereço virtual: 46842 | Endereço físico:  1786 | Conteúdo: 45
Endereço virtual: 38734 | Endereço físico:  1870 | Conteúdo: 37
Endereço virtual: 28972 | Endereço físico:    44 | Conteúdo: 0
Endereço virtual: 59684 | Endereço físico:   292 | Conteúdo: 0
Endereço virtual: 11384 | Endereço físico:   632 | Conteúdo: 0
Endereço virtual: 21018 | Endereço físico:   794 | Conteúdo: 20
Endereço virtual:  2192 | Endereço físico:  1168 | Conteúdo: 0
Endereço virtual: 18384 | Endereço físico:  1488 | Conteúdo: 0
Endereço virtual: 13464 | Endereço físico:  1688 | Conteúdo: 0
Endereço virtual: 31018 | Endereço físico:  1834 | Conteúdo: 30
Endereço virtual: 62958 | Endereço físico:   238 | Conteúdo: 61
Endereço virtual: 30611 | Endereço físico:   403 | Conteúdo: 228
Endereço virtual:  1913 | Endereço físico:   633 | Conteúdo: 0
Endereço virtual: 18904 | Endereço físico:   984 | Conteúdo: 0
Endereço virtual: 26773 | Endereço físico:  1173 | Conteúdo: 0
Endereço virtual: 55491 | Endereço físico:  1475 | Conteúdo: 48
Endereço virtual: 21899 | Endereço físico:  1675 | Conteúdo: 98
Endereço virtual: 64413 | Endereço físico:  1949 | Conteúdo: 0
Endereço virtual: 47134 | Endereço físico:    30 | Conteúdo: 46
Endereço virtual: 23172 | Endereço físico:   388 | Conteúdo: 0
Endereço virtual:  7262 | Endereço físico:   606 | Conteúdo: 7
Endereço virtual: 12705 | Endereço físico:   929 | Conteúdo: 0
Endereço virtual:  7522 | Endereço físico:  1122 | Conteúdo: 7
Endereço virtual: 58815 | Endereço físico:  1471 | Conteúdo: 111
Endereço virtual: 34916 | Endereço físico:  1636 | Conteúdo: 0
Endereço virtual:  3802 | Endereço físico:  2010 | Conteúdo: 3
Endereço virtual: 58008 | Endereço físico:   152 | Conteúdo: 0
Endereço virtual:  1239 | Endereço físico:   471 | Conteúdo: 53
Endereço virtual: 63947 | Endereço físico:   715 | Conteúdo: 114
Endereço virtual:   381 | Endereço físico:   893 | Conteúdo: 0
Endereço virtual: 60734 | Endereço físico:  1086 | Conteúdo: 59
Endereço virtual: 48769 | Endereço físico:  1409 | Conteúdo: 0
Endereço virtual: 41938 | Endereço físico:  1746 | Conteúdo: 40
Endereço virtual: 38025 | Endereço físico:  1929 | Conteúdo: 0
Endereço virtual: 55099 | Endereço físico:    59 | Conteúdo: 206
Endereço virtual: 56691 | Endereço físico:   371 | Conteúdo: 92
Endereço virtual: 39530 | Endereço físico:   618 | Conteúdo: 38
Endereço virtual: 59003 | Endereço físico:   891 | Conteúdo: 158
Endereço virtual:  6029 | Endereço físico:  1165 | Conteúdo: 0
Endereço virtual: 20920 | Endereço físico:  1464 | Conteúdo: 0
Endereço virtual:  8077 | Endereço físico:  1677 | Conteúdo: 0
Endereço virtual: 42633 | Endereço físico:  1929 | Conteúdo: 0
Endereço virtual: 17443 | Endereço físico:    35 | Conteúdo: 8
Endereço virtual: 53570 | Endereço físico:   322 | Conteúdo: 52
Endereço virtual: 22833 | Endereço físico:   561 | Conteúdo: 0
Endereço virtual:  3782 | Endereço físico:   966 | Conteúdo: 3
Endereço virtual: 47758 | Endereço físico:  1166 | Conteúdo: 46
Endereço virtual: 22136 | Endereço físico:  1400 | Conteúdo: 0
Endereço virtual: 22427 | Endereço físico:  1691 | Conteúdo: 230
Endereço virtual: 23867 | Endereço físico:  1851 | Conteúdo: 78
Endereço virtual: 59968 | Endereço físico:    64 | Conteúdo: 0
Endereço virtual: 62166 | Endereço físico:   470 | Conteúdo: 60
Endereço virtual:  6972 | Endereço físico:   572 | Conteúdo: 0
Endereço virtual: 63684 | Endereço físico:   964 | Conteúdo: 0
Endereço virtual: 46388 | Endereço físico:  1076 | Conteúdo: 0
Endereço virtual: 41942 | Endereço físico:  1494 | Conteúdo: 40
Endereço virtual: 36524 | Endereço físico:  1708 | Conteúdo: 0
Endereço virtual:  9323 | Endereço físico:  1899 | Conteúdo: 26
Endereço virtual: 31114 | Endereço físico:   138 | Conteúdo: 30
Endereço virtual: 22345 | Endereço físico:   329 | Conteúdo: 0
Endereço virtual: 46463 | Endereço físico:  1151 | Conteúdo: 95
Endereço virtual: 54671 | Endereço físico:   655 | Conteúdo: 99
Endereço virtual:  9214 | Endereço físico:  1022 | Conteúdo: 8
Endereço virtual:  7257 | Endereço físico:  1113 | Conteúdo: 0
Endereço virtual: 33150 | Endereço físico:  1406 | Conteúdo: 32
Endereço virtual: 41565 | Endereço físico:  1629 | Conteúdo: 0
Endereço virtual: 26214 | Endereço físico:  1894 | Conteúdo: 25
Endereço virtual:  3595 | Endereço físico:    11 | Conteúdo: 130
Endereço virtual: 17932 | Endereço físico:   268 | Conteúdo: 0
Endereço virtual: 34660 | Endereço físico:   612 | Conteúdo: 0
Endereço virtual: 51961 | Endereço físico:  1017 | Conteúdo: 0
Endereço virtual: 58634 | Endereço físico:  1034 | Conteúdo: 57
Endereço virtual: 57990 | Endereço físico:  1414 | Conteúdo: 56
Endereço virtual: 28848 | Endereço físico:  1712 | Conteúdo: 0
Endereço virtual: 49920 | Endereço físico:  1792 | Conteúdo: 0
Endereço virtual: 18351 | Endereço físico:   175 | Conteúdo: 235
Endereço virtual: 53669 | Endereço físico:   421 | Conteúdo: 0
Endereço virtual: 33996 | Endereço físico:   716 | Conteúdo: 0
Endereço virtual:  6741 | Endereço físico:   853 | Conteúdo: 0
Endereço virtual: 64098 | Endereço físico:  1122 | Conteúdo: 62
Endereço virtual:   606 | Endereço físico:  1374 | Conteúdo: 0
Endereço virtual: 27383 | Endereço físico:  1783 | Conteúdo: 189
Endereço virtual: 63140 | Endereço físico:  1956 | Conteúdo: 0
Endereço virtual: 32228 | Endereço físico:   228 | Conteúdo: 0
Endereço virtual: 63437 | Endereço físico:   461 | Conteúdo: 0
Endereço virtual: 29085 | Endereço físico:   669 | Conteúdo: 0
Endereço virtual: 65080 | Endereço físico:   824 | Conteúdo: 0
Endereço virtual: 38753 | Endereço físico:  1121 | Conteúdo: 0
Endereço virtual: 16041 | Endereço físico:  1449 | Conteúdo: 0
Endereço virtual:  9041 | Endereço físico:  1617 | Conteúdo: 0
Endereço virtual: 42090 | Endereço físico:  1898 | Conteúdo: 41
Endereço virtual: 46388 | Endereço físico:    52 | Conteúdo: 0
Endereço virtual: 63650 | Endereço físico:   418 | Conteúdo: 62
Endereço virtual: 36636 | Endereço físico:   540 | Conteúdo: 0
Endereço virtual: 21947 | Endereço físico:   955 | Conteúdo: 110
Endereço virtual: 19833 | Endereço físico:  1145 | Conteúdo: 0
Endereço virtual: 36464 | Endereço físico:  1392 | Conteúdo: 0
Endereço virtual:  8541 | Endereço físico:  1629 | Conteúdo: 0
Endereço virtual: 12712 | Endereço físico:  1960 | Conteúdo: 0
Endereço virtual: 48955 | Endereço físico:    59 | Conteúdo: 206
Endereço virtual: 39206 | Endereço físico:   294 | Conteúdo: 38
Endereço virtual: 15578 | Endereço físico:   730 | Conteúdo: 15
Endereço virtual: 49205 | Endereço físico:   821 | Conteúdo: 0
Endereço virtual:  7731 | Endereço físico:  1075 | Conteúdo: 140
Endereço virtual: 43046 | Endereço físico:  1318 | Conteúdo: 42
Endereço virtual: 60498 | Endereço físico:  1618 | Conteúdo: 59
Endereço virtual:  9237 | Endereço físico:  1813 | Conteúdo: 0
Endereço virtual: 47706 | Endereço físico:    90 | Conteúdo: 46
Endereço virtual: 43973 | Endereço físico:   453 | Conteúdo: 0
Endereço virtual: 42008 | Endereço físico:   536 | Conteúdo: 0
Endereço virtual: 27460 | Endereço físico:   836 | Conteúdo: 0
Endereço virtual: 24999 | Endereço físico:  1191 | Conteúdo: 105
Endereço virtual: 51933 | Endereço físico:  1501 | Conteúdo: 0
Endereço virtual: 34070 | Endereço físico:  1558 | Conteúdo: 33
Endereço virtual: 65155 | Endereço físico:  1923 | Conteúdo: 160
Endereço virtual: 59955 | Endereço físico:    51 | Conteúdo: 140
Endereço virtual:  9277 | Endereço físico:   317 | Conteúdo: 0
Endereço virtual: 20420 | Endereço físico:   708 | Conteúdo: 0
Endereço virtual: 44860 | Endereço físico:   828 | Conteúdo: 0
Endereço virtual: 50992 | Endereço físico:  1072 | Conteúdo: 0
Endereço virtual: 10583 | Endereço físico:  1367 | Conteúdo: 85
Endereço virtual: 57751 | Endereço físico:  1687 | Conteúdo: 101
Endereço virtual: 23195 | Endereço físico:  1947 | Conteúdo: 166
Endereço virtual: 27227 | Endereço físico:    91 | Conteúdo: 150
Endereço virtual: 42816 | Endereço físico:   320 | Conteúdo: 0
Endereço virtual: 58219 | Endereço físico:   619 | Conteúdo: 218
Endereço virtual: 37606 | Endereço físico:   998 | Conteúdo: 36
Endereço virtual: 18426 | Endereço físico:  1274 | Conteúdo: 17
Endereço virtual: 21238 | Endereço físico:  1526 | Conteúdo: 20
Endereço virtual: 11983 | Endereço físico:  1743 | Conteúdo: 179
Endereço virtual: 48394 | Endereço físico:  1802 | Conteúdo: 47
Endereço virtual: 11036 | Endereço físico:    28 | Conteúdo: 0
Endereço virtual: 30557 | Endereço físico:   349 | Conteúdo: 0
Endereço virtual: 23453 | Endereço físico:   669 | Conteúdo: 0
Endereço virtual: 49847 | Endereço físico:   951 | Conteúdo: 173
Endereço virtual: 30032 | Endereço físico:  1104 | Conteúdo: 0
Endereço virtual: 48065 | Endereço físico:  1473 | Conteúdo: 0
Endereço virtual:  6957 | Endereço físico:  1581 | Conteúdo: 0
Endereço virtual:  2301 | Endereço físico:  2045 | Conteúdo: 0
Endereço virtual:  7736 | Endereço físico:    56 | Conteúdo: 0
Endereço virtual: 31260 | Endereço físico:   284 | Conteúdo: 0
Endereço virtual: 17071 | Endereço físico:   687 | Conteúdo: 171
Endereço virtual:  8940 | Endereço físico:  1004 | Conteúdo: 0
Endereço virtual:  9929 | Endereço físico:  1225 | Conteúdo: 0
Endereço virtual: 45563 | Endereço físico:  1531 | Conteúdo: 126
Endereço virtual: 12107 | Endereço físico:  1611 | Conteúdo: 210



=== STATISTICS OF EXECUTION ===

TLB hits - TLB misses - Page faults
      25 -          0 -         975

Avg accesses per TLB miss     : inf
Avg accesses per page fault   : 1.0

===============================
 




== END OF EXECUTION == 
